
GARBS,20.25,4.5565,188
SHAMA,28.38,4.6557,232
LENGS,19.20,4.4777,164
MEKKA,31.93,4.7735,237
MUTTS,32.29,4.6509,222
KIKOI,50.16,4.8818,299
MIGGS,34.33,4.6644,197
LAIKS,18.72,4.5266,194
PREMY,26.17,4.5427,166
WHEAR,22.27,4.5847,205
HYENA,22.18,4.5929,217
ALOHA,27.37,4.6535,220
WYNDS,29.17,4.5565,166
MULEY,24.85,4.5479,206
YUCAS,20.95,4.6236,225
MOSES,21.52,4.6496,223
MIRIN,31.87,4.6631,207
FLAMS,23.61,4.5015,165
OCHES,19.75,4.5327,187
POTOO,47.67,4.7497,249
PARDS,18.41,4.4396,139
BRAVO,26.33,4.5699,177
KYLIX,42.42,4.7692,254
OUMAS,19.83,4.5444,191
POKED,26.07,4.5461,142
SPARE,15.69,4.3911,176
ACERB,20.91,4.5206,179
DEERS,21.14,4.6245,227
HORSY,21.14,4.5193,210
RATAS,19.05,4.6314,225
EREVS,25.29,4.7068,261
HUCKS,33.51,4.5964,177
SHOPE,19.53,4.4270,165
MUSHA,25.47,4.5990,193
FLAVA,45.87,4.7557,241
QUALE,23.35,4.6921,265
AVISO,21.03,4.5570,194
GISTS,28.63,4.6236,228
BUNDT,32.41,4.4846,143
SINGS,29.56,4.6557,201
WILTS,21.98,4.4868,169
SPRAT,17.82,4.3924,161
SIVER,18.66,4.5665,222
LOESS,19.56,4.6397,223
TUATH,31.87,4.6786,246
PRUNT,24.90,4.4054,154
BHOOT,40.62,4.6345,189
TIKIS,29.85,4.7042,230
THUGS,27.91,4.5024,170
VAGUE,25.95,4.6522,231
REDON,20.10,4.4560,161
DUANS,19.49,4.5184,183
ROUGE,21.19,4.5526,205
POTED,21.57,4.4253,139
BULGE,28.41,4.5366,166
MARAE,21.45,4.6505,231
ZABRA,40.24,4.8090,274
MONIE,20.19,4.4907,180
DINGS,24.78,4.4998,155
SCULS,29.24,4.6501,219
PANTS,18.55,4.3941,154
DRESS,21.59,4.6081,219
MODII,36.41,4.6323,175
OGEED,31.27,4.6626,202
RESAW,17.50,4.5578,212
HYPES,22.16,4.5258,191
TINEA,16.98,4.5067,186
WOCKS,30.24,4.5842,163
JIBER,26.97,4.6726,225
THEES,22.68,4.5890,227
PODIA,23.63,4.4803,152
VIPER,25.45,4.5734,188
BOODY,45.74,4.7020,199
DREAM,20.41,4.5076,167
CHIME,26.05,4.5080,162
KELLS,24.87,4.6765,231
YTOST,27.08,4.6830,240
GUSSY,38.87,4.7445,242
WIFED,32.11,4.5764,175
UNRID,24.91,4.5331,195
BUPPY,56.69,4.7246,221
LASTS,20.68,4.6037,225
DOTTY,35.32,4.6877,226
GROUT,24.61,4.5058,184
KOKRA,28.71,4.7471,253
RIPEN,20.03,4.4695,159
DOWDS,33.71,4.6713,197
CAVIE,21.69,4.5630,192
PUNTS,23.70,4.4357,147
GYRON,27.54,4.5587,196
MAILE,17.59,4.4617,179
POWER,23.22,4.5327,171
FARED,20.96,4.5054,184
PUDSY,29.91,4.5310,155
TAISH,18.46,4.4682,181
FOREL,20.39,4.5063,186
GAPER,19.99,4.4712,159
GYNAE,22.01,4.5570,198
SPOOR,25.23,4.5669,194
INSPO,23.01,4.4829,155
RAVEY,21.37,4.6444,251
VIFFS,43.17,4.7670,234
WOOSE,24.70,4.6687,226
DRABS,19.23,4.4929,153
NOVAS,20.37,4.5868,203
TEACH,20.65,4.4643,154
GASTS,24.30,4.6514,221
SONDE,17.22,4.4582,183
BERGS,20.29,4.5405,174
JORUM,34.09,4.7020,228
SEWED,27.63,4.6470,197
FRERE,39.33,4.8380,273
GLOZE,27.97,4.6366,232
FRASS,24.76,4.6678,216
KEMBS,25.69,4.5764,150
MUNGO,35.54,4.5751,169
BARDY,25.55,4.5500,175
LOXES,19.28,4.6661,239
CHARY,25.06,4.5427,203
YEESH,26.39,4.6644,229
NOLOS,23.41,4.6353,208
JEATS,18.36,4.6163,219
WAVER,24.36,4.6366,220
RUDDY,39.77,4.7098,255
CERES,19.47,4.6029,222
WIZEN,31.84,4.6903,229
FAULT,25.30,4.5067,179
INAPT,22.21,4.4439,155
SOOTE,18.78,4.5998,239
CUSPY,30.60,4.5435,176
TABUS,19.98,4.5284,187
AMBAN,38.31,4.6683,182
RETAG,18.55,4.5149,193
THIOL,22.62,4.4838,177
MASTY,21.22,4.5379,182
TOUKS,22.86,4.5929,208
BAFTS,23.31,4.5327,165
PATES,16.00,4.4439,166
TWEER,27.97,4.6626,232
NEUMS,20.22,4.5336,169
DEMES,24.78,4.6094,185
DAGGA,49.90,4.8281,257
GUNKY,43.97,4.6557,214
BALAS,24.51,4.6401,220
DEPTH,26.36,4.4517,136
DOITS,18.41,4.4950,186
BINTS,21.70,4.4361,160
TENET,31.42,4.7497,259
CHING,35.28,4.5045,156
OAKUM,27.23,4.6353,193
FUZES,27.89,4.7150,250
SLABS,24.50,4.6340,222
LAZED,23.36,4.5886,202
DOTED,25.42,4.6210,211
SQUIB,32.64,4.7432,247
JEDIS,22.42,4.6336,209
PORKS,22.52,4.5037,165
LODGE,23.01,4.4725,165
WANNA,48.21,4.8584,286
MERCY,23.96,4.5479,191
CURBS,23.71,4.5050,164
SEWAN,17.77,4.5258,193
BASIS,23.43,4.6596,238
OUSTS,26.41,4.6756,246
TONAL,18.43,4.4482,169
ADAGE,27.30,4.6327,205
HOAGY,26.09,4.5951,212
REUSE,20.51,4.6284,243
KYLES,20.43,4.5860,225
SENDS,22.74,4.6262,195
ZEBEC,44.55,4.8146,226
REIRD,24.82,4.6094,237
ADULT,22.59,4.4621,174
BENTS,18.71,4.4240,153
LAZZO,34.61,4.8125,272
WECHT,29.90,4.5210,156
DRAMS,18.78,4.4721,157
JOKES,23.38,4.7038,243
CRONE,18.57,4.4179,159
CLEAT,18.33,4.4132,172
GUAVA,43.91,4.8094,277
CORNU,23.86,4.5383,197
COOED,27.79,4.6284,184
DORMS,20.32,4.4686,148
CLEEP,29.69,4.5279,166
SENES,25.24,4.7757,270
LUTED,21.57,4.4747,174
GRIME,22.59,4.4985,161
HOOEY,27.98,4.7484,278
BOWSE,22.24,4.5184,159
NOLLS,23.11,4.6258,212
KEEPS,28.98,4.6570,196
UREAL,17.37,4.5552,230
FIXER,29.31,4.6726,239
GYALS,20.87,4.5427,193
DEEPS,25.97,4.5790,171
ROZIT,25.17,4.6068,213
RAUPO,20.63,4.5336,194
ZUPAN,33.82,4.6756,219
STOPS,27.68,4.5907,197
CRIPE,20.67,4.4292,148
GIBER,23.70,4.5253,177
DRAMA,30.21,4.6392,189
SHAWS,30.91,4.7116,248
UNMET,23.08,4.5006,174
SLUNG,24.79,4.5011,166
SNEAD,16.61,4.5093,186
HOLTS,19.75,4.4708,182
FLISK,29.33,4.5344,145
HIPPO,37.82,4.6479,214
MINCE,23.12,4.4920,154
SWALY,21.91,4.5565,210
KALES,16.50,4.5388,210
MOBIE,22.81,4.5188,162
FAITH,26.21,4.5301,169
DELTA,18.46,4.4777,172
MONDO,40.02,4.6717,198
TIDED,26.26,4.6371,220
ADUKI,28.27,4.6509,202
GLOGG,51.54,4.8224,282
SOCES,20.10,4.6453,231
ELDIN,22.63,4.4465,170
AVELS,18.77,4.5886,212
SLAGS,24.32,4.6310,234
SYRAH,18.83,4.5565,217
PRICK,30.91,4.4617,127
ECLAT,19.06,4.4379,174
HAUNS,19.70,4.5396,202
GAUGE,26.44,4.7354,269
GNAWN,42.77,4.7380,234
DEBUS,22.02,4.5180,179
SPATS,24.55,4.5652,182
PIXEL,27.53,4.6024,192
BESES,31.23,4.7843,252
HUFFS,42.80,4.7241,222
LUCES,18.22,4.4829,197
MIDDY,45.70,4.6921,196
YAFFS,30.30,4.7635,241
PYNED,26.79,4.4898,155
KELIM,24.77,4.5730,186
ZAMAN,43.38,4.7869,247
RUDAS,18.46,4.5271,183
TURRS,24.21,4.6271,231
ZAIDA,37.06,4.7934,251
STUNG,25.73,4.5110,184
PERRY,29.31,4.6990,228
KAYAK,51.46,4.9355,328
SWILL,30.39,4.6388,214
SALON,16.06,4.4794,187
POOCH,45.41,4.6081,181
LOWAN,23.53,4.5405,182
BIRRS,24.96,4.6553,234
RUERS,21.17,4.6869,271
ALMEH,20.73,4.4777,182
WAHOO,35.19,4.7367,245
WEIGH,30.00,4.6020,184
NIFFS,33.57,4.6704,216
THAWS,23.48,4.5266,185
IVIED,37.09,4.7423,232
NIMBI,46.24,4.6782,192
JIRRE,29.39,4.8042,282
ARBAS,22.50,4.6756,229
SUHUR,28.63,4.6804,231
DOWLS,23.43,4.5006,166
FARCE,20.40,4.5080,184
PLEAT,19.04,4.4149,166
VIVDA,40.70,4.7354,231
OATER,15.17,4.5288,220
GLOAT,21.07,4.4379,170
LUSKS,34.27,4.6990,231
BLURS,21.64,4.5097,167
PINCH,33.28,4.4578,132
WAINS,19.53,4.5353,187
LEGES,22.72,4.6314,215
FUZZY,76.83,4.9060,298
WOULD,30.79,4.5505,201
SIGNA,20.38,4.5258,182
FLUOR,26.47,4.5548,194
JIGOT,32.99,4.6440,201
WAFER,23.32,4.5994,193
LEUGH,26.81,4.5292,183
SWANS,26.90,4.6916,247
BANTS,18.80,4.4556,155
MOOCH,46.63,4.6496,190
MURLS,20.78,4.4989,171
TERMS,16.90,4.4387,161
CLOSE,16.94,4.4314,158
SKIMO,24.74,4.5769,171
JENNY,41.19,4.8424,283
BOWET,25.17,4.5392,166
HORAL,19.02,4.4933,196
CLADS,18.96,4.4240,152
MEBOS,20.31,4.4972,145
RUDDS,27.93,4.6687,226
JUROR,39.65,4.8471,303
UNCOS,22.22,4.5362,183
TATES,17.36,4.6310,231
GLEBE,34.43,4.6241,182
JEWEL,42.03,4.8112,259
KORAS,17.52,4.5899,207
FLORA,22.37,4.5102,181
PLAIT,20.68,4.3816,135
TAWIE,18.49,4.5310,189
PORIN,21.87,4.4456,160
OPALS,18.18,4.4253,159
LAKHS,21.98,4.5665,192
KINKY,45.05,4.7627,254
SHINS,28.05,4.6319,224
DEWED,50.44,4.8528,265
FADES,18.74,4.5032,184
CLONS,19.34,4.4240,143
PRAYS,18.96,4.4985,183
FEMMY,44.62,4.7414,218
JUDOS,28.81,4.6808,223
SHEAR,15.79,4.4894,211
SOUTS,24.79,4.6713,240
UNAIS,17.97,4.5483,214
RENGA,19.82,4.5245,192
SCALA,23.26,4.6154,215
RUMPO,29.20,4.5600,166
SEASE,21.49,4.7505,293
VULGO,37.23,4.6388,212
GRUND,30.79,4.4742,162
CRAIC,25.28,4.6440,234
KORES,16.76,4.5487,201
STEER,19.07,4.6072,230
ZOUKS,31.45,4.7601,265
SKIRR,26.55,4.7051,245
LOTES,15.02,4.4526,192
TUSKS,34.65,4.7176,250
ELAIN,17.48,4.4807,205
CURST,21.19,4.4075,174
GRANA,28.45,4.6665,214
DATTO,26.43,4.6319,220
FUDGE,33.74,4.5782,169
BEGAD,25.55,4.5370,158
ROANS,15.17,4.4842,211
ULAMA,32.32,4.6973,226
NAIVE,20.69,4.5829,212
VARUS,19.93,4.6410,234
STEAM,17.26,4.4842,176
SIREN,15.33,4.4695,192
NAKED,21.58,4.5552,186
ZILCH,39.03,4.6358,194
SALLY,22.93,4.6587,253
WETLY,25.14,4.5362,192
DERRY,28.82,4.7142,239
GERES,21.32,4.6566,227
TOLAR,16.97,4.4634,186
UNPAY,28.04,4.5764,201
LOSED,17.65,4.4881,183
SMEKE,28.00,4.7020,224
NUTTY,38.36,4.7068,249
LOPER,18.88,4.4543,171
HERLS,16.49,4.4747,181
DUMAS,22.10,4.5223,155
ARECA,22.33,4.6362,239
PALLA,40.97,4.7579,251
MOLDY,30.57,4.5375,173
BASIC,20.96,4.5050,157
NATTY,28.70,4.6877,230
DEILS,17.10,4.4439,172
WAVEY,28.01,4.6895,245
HAVEN,23.40,4.5842,212
SEVEN,25.55,4.7046,223
CREST,17.30,4.3872,171
SIXTE,20.28,4.6215,243
SPECK,25.74,4.5076,149
SIDHA,20.42,4.5279,191
KRONA,21.65,4.5678,190
RUBUS,30.21,4.6778,230
CHEAT,21.65,4.4816,174
NANAS,28.58,4.7960,285
VANED,23.48,4.5721,190
BOOZY,58.79,4.8675,277
CALPS,19.84,4.4132,155
ARDOR,25.49,4.6202,234
REEST,19.60,4.5799,217
DUNNY,44.84,4.6951,235
FAZED,29.67,4.6678,207
ONKUS,25.26,4.6055,205
KRANS,18.48,4.5561,189
AGARS,22.80,4.6799,253
SPECS,27.14,4.6016,186
PELES,22.28,4.5929,194
JEHUS,26.11,4.7124,247
RONES,15.09,4.4773,190
MAYOR,21.31,4.5557,207
VOLAR,22.00,4.5730,214
AIVER,19.72,4.5968,213
BENDS,20.60,4.4621,148
SNEES,26.30,4.7878,278
TUBES,19.57,4.4994,187
FRACT,24.53,4.4417,165
URAEI,16.37,4.6016,221
GELID,23.95,4.4937,157
CEDIS,18.21,4.4599,163
KALIF,28.47,4.5855,185
HYPOS,25.93,4.5388,180
ITEMS,19.16,4.4929,168
FAKIR,26.04,4.6146,194
CHUNK,42.36,4.5427,179
TINKS,22.88,4.4989,175
GOOPY,46.07,4.7094,215
AMBIT,26.19,4.4924,155
SWATH,23.82,4.5076,181
MIMER,25.67,4.6635,228
CAECA,32.33,4.8060,290
ERRED,35.60,4.7874,274
ILEUM,23.54,4.5492,192
SOOMS,37.13,4.7882,246
HELPS,20.44,4.4435,153
YOBBO,60.70,4.9026,293
MASER,15.82,4.4929,188
HYOID,28.37,4.5773,198
ALKIE,19.25,4.5271,198
GALAS,24.24,4.6492,231
EMMET,39.10,4.7635,248
CRUMB,34.81,4.5097,147
ALANT,24.42,4.5591,203
MASSY,28.10,4.7150,219
CHERE,28.48,4.6310,215
AMOUR,21.60,4.5448,203
TAILS,15.74,4.4547,187
SUPER,18.82,4.5162,192
STAGE,16.73,4.4712,185
IDLES,17.40,4.4842,182
GNARS,18.58,4.5158,188
ALBEE,24.49,4.6332,223
NYALA,29.22,4.7090,253
AECIA,22.62,4.6418,220
ZILAS,21.21,4.6193,212
RYBAT,23.37,4.5275,185
GYVED,36.94,4.6522,185
BLOTS,20.36,4.4547,152
VERTU,24.50,4.6202,231
NURSE,17.13,4.5132,196
AWARE,23.91,4.6722,241
KAURI,21.84,4.6592,225
VARDY,28.00,4.6184,199
DORBS,20.99,4.4799,151
WISED,22.10,4.5435,190
PENNE,38.30,4.7531,232
REDIP,22.41,4.4617,152
NORTH,22.80,4.4725,191
EPODE,31.81,4.6193,195
FANGO,30.14,4.5790,178
ROILY,20.77,4.5444,217
BAGGY,44.41,4.7687,242
FAXED,31.57,4.6661,218
POSSE,24.04,4.5838,198
SMART,18.30,4.4166,171
ENZYM,39.87,4.6977,218
RAMEE,22.55,4.6596,231
UNAPT,25.16,4.4643,160
FATTY,39.35,4.7172,232
FOLEY,25.49,4.5747,201
TOGAE,19.06,4.4781,183
BOKOS,37.36,4.6912,199
ARDRI,27.23,4.6401,221
BONCE,23.97,4.4760,165
RESEW,24.85,4.6765,246
KLONG,32.13,4.5712,173
ZINKE,31.10,4.7267,234
RATHS,17.65,4.4872,172
VROUW,34.44,4.6479,218
ETTIN,27.49,4.6397,247
CLING,29.32,4.4582,150
EMACS,18.41,4.4664,161
HOIKS,23.21,4.5790,190
SOOPS,38.56,4.7527,237
ELITE,23.08,4.5955,227
BEDES,26.22,4.6154,182
PIANI,29.73,4.6314,204
BAJRI,28.20,4.6825,215
ENROL,18.50,4.4803,193
CAWKS,27.14,4.5903,181
XENIA,23.26,4.6730,243
HALES,15.63,4.4864,205
PUTTS,32.92,4.6024,202
BANTY,25.46,4.5375,162
NIECE,26.29,4.6548,232
VEENA,29.48,4.7562,257
GAUCY,29.25,4.6288,212
SEEKS,33.28,4.8367,293
VEALY,23.25,4.6081,225
KENDO,25.12,4.5652,186
ONCUS,22.52,4.5353,182
FIGHT,38.44,4.5349,165
TOKAY,23.71,4.6163,211
ARETE,19.03,4.6154,255
RAIAS,17.99,4.6410,232
FABBY,46.64,4.7700,236
LARIS,14.93,4.4794,195
HOBOS,32.17,4.6436,191
ZLOTE,22.72,4.6120,222
CRIAS,16.43,4.4456,171
OCHRE,21.89,4.4864,188
NAWAB,40.60,4.7159,206
BORNE,19.87,4.4833,170
DOORS,23.66,4.5998,198
BASIJ,25.75,4.6652,229
LICKS,24.26,4.5310,165
POKIE,22.61,4.5288,174
EIGNE,30.22,4.6596,219
MIAOW,24.53,4.5457,164
KANTS,19.78,4.5223,181
LICHI,39.69,4.6791,213
PINTA,22.72,4.4612,155
KLIKS,30.04,4.6916,223
SHAME,17.77,4.4738,187
DEIDS,22.20,4.6384,227
UVULA,39.59,4.8159,278
RAGUS,18.90,4.5704,214
CAGER,19.06,4.5102,185
PURTY,27.87,4.4911,186
LEARS,13.98,4.4777,208
KUTIS,23.92,4.5877,191
DROWS,22.16,4.5197,163
MYOPE,25.69,4.5604,166
COOLS,24.94,4.6059,194
DRAFT,24.13,4.4521,161
LAWER,18.54,4.5479,204
VERTS,19.07,4.5314,202
PUSHY,31.95,4.5812,188
BECKS,24.58,4.5431,152
BORTS,19.08,4.4677,150
RAGED,19.84,4.4890,176
LUTEA,17.74,4.5344,200
NONET,22.91,4.6462,225
LEANS,14.66,4.4643,187
SHERO,17.24,4.4907,212
RUGAL,23.13,4.5461,205
DITZY,37.08,4.6890,217
EXILE,32.57,4.7765,286
THIGS,24.48,4.4989,184
MOATS,17.26,4.4517,169
FLOES,18.83,4.5349,190
QUOIN,31.67,4.7207,251
SCRUB,24.35,4.5266,172
GOALS,17.88,4.4565,174
PRANG,24.31,4.4573,139
RIGHT,26.75,4.4942,180
SALUE,15.19,4.4825,207
LICHT,27.49,4.4747,154
FLORY,27.26,4.5466,193
EGMAS,20.05,4.5323,192
VELES,25.19,4.6903,246
EAGRE,22.67,4.6544,239
HEMIN,24.36,4.5210,168
JASEY,20.57,4.7198,267
YURTA,21.46,4.5894,240
BAWKS,28.43,4.6189,173
PUCES,20.81,4.4885,174
YARAK,31.00,4.7674,277
MILOS,19.49,4.5032,173
AGILA,30.26,4.6462,215
YEALM,20.72,4.5314,185
BUSTI,25.14,4.5526,185
MITIS,27.82,4.6258,218
ORANG,21.33,4.5028,176
MORNE,18.82,4.4812,170
NUKED,27.62,4.6111,193
ATRIP,20.21,4.4539,150
ORTHO,30.77,4.6557,225
HATCH,34.33,4.6392,197
SEDGY,22.50,4.5292,162
TETHS,24.13,4.6133,224
CLINE,19.96,4.4370,172
OVIST,23.34,4.5535,201
SNOWY,25.10,4.5738,201
MISOS,25.91,4.6518,197
PREMS,19.76,4.4634,158
SEFER,23.45,4.6639,236
SHIVE,21.98,4.5535,204
LACER,16.80,4.4725,183
FRORN,34.17,4.6501,210
BRANK,25.76,4.5440,186
SKUAS,28.61,4.7657,271
LEZZY,40.28,4.8579,301
TENDU,22.88,4.5071,177
CERTY,20.45,4.4989,200
WATTS,26.21,4.6735,228
SORBS,24.58,4.6436,209
NOWLS,22.14,4.5184,168
SYMAR,19.02,4.5544,189
FAKIE,23.17,4.6146,194
LURCH,27.96,4.4894,193
OUPHE,25.22,4.5738,198
GRRRL,44.09,4.7926,258
MASON,19.15,4.5028,172
DAWTS,21.26,4.5158,174
URITE,18.05,4.5548,226
BEDIM,28.25,4.5180,141
FLUYT,34.36,4.5466,190
AIRED,16.83,4.4673,183
DHOLS,21.19,4.4383,160
MARDY,24.71,4.5362,173
RANGY,23.95,4.5816,208
GIVEN,29.86,4.6003,193
OVATE,20.06,4.5751,214
FRAME,21.61,4.5219,175
YOKUL,30.57,4.6981,258
MENAD,21.22,4.4950,161
RIEMS,17.08,4.4729,196
TOYED,21.06,4.5284,198
ACINI,30.01,4.6587,212
TAATA,48.80,4.9420,328
WICCA,37.24,4.7064,225
BROME,22.53,4.5119,159
GHEES,26.32,4.6427,216
SPLAT,18.91,4.3824,137
COHEN,22.75,4.5193,173
WAGED,25.49,4.5608,166
GOWNS,27.31,4.5301,168
CRUES,17.04,4.4855,218
SOCKO,33.10,4.6986,208
STYMY,33.51,4.7168,224
FARCI,24.27,4.5097,176
CALYX,32.11,4.6903,247
OMBUS,27.49,4.5773,165
LARGE,17.65,4.5032,201
HIDES,18.73,4.4833,190
CALIF,25.86,4.4894,152
THOFT,43.75,4.6492,208
BALES,16.13,4.4842,182
PYETS,20.95,4.4859,185
FLAMY,31.94,4.5678,171
EASEL,18.11,4.6457,262
CHIRU,27.54,4.5353,203
ABORT,20.52,4.4539,164
DRONY,24.58,4.5024,165
SPENT,19.32,4.3777,140
AESIR,14.62,4.5054,216
HAITH,27.62,4.6691,226
WHIST,27.44,4.5115,173
CHARR,30.53,4.6271,219
GEEKY,39.41,4.8012,256
NALLA,36.28,4.8029,285
UPSEE,26.31,4.6626,234
BIBBS,42.03,4.8406,265
COTTS,25.35,4.5981,200
CORER,23.35,4.6297,226
SORTS,20.71,4.6102,212
UPBOW,40.96,4.6215,164
RAGDE,19.79,4.4998,177
SHINE,18.00,4.4617,195
FEIST,20.21,4.4474,183
EYRIE,23.32,4.7207,263
BEEFS,30.04,4.6644,204
QUEAN,25.65,4.7440,266
YIKED,26.64,4.6392,204
DRAPS,18.89,4.4452,143
TATER,19.27,4.6496,249
PRIMS,21.53,4.4452,131
RICIN,31.47,4.6418,215
FADOS,20.73,4.5037,164
HOWFF,59.77,4.7644,227
FEOFF,43.10,4.8779,276
VIRED,24.94,4.5479,201
NOWTS,22.82,4.4989,173
NIXED,29.13,4.6202,202
TWIRP,28.09,4.5050,152
WARBY,28.65,4.6293,198
SEITY,17.12,4.4933,223
BINGS,26.04,4.5158,161
THRID,24.37,4.4552,176
DIVOT,29.19,4.5297,187
GONIF,32.92,4.5232,158
